,att1,att2,att3,att4,att5,att6,att7,att8,att9,label
0,0.21428571428571427,0.6079545454545454,0.1276595744680851,0.020145495243424735,0.20786516853932585,0.08842801322512775,0.3472222222222222,0.746875,0.7371134020618557,1
1,0.08571428571428572,0.6079545454545454,0.1276595744680851,0.020145495243424735,0.20786516853932585,0.08842801322512775,0.4583333333333333,0.746875,0.7164948453608248,1
2,0.2,0.6079545454545454,0.1276595744680851,0.020145495243424735,0.06741573033707865,0.08842801322512775,0.3611111111111111,0.9125,0.8711340206185567,1
3,0.08571428571428572,0.6022727272727273,0.1276595744680851,0.020145495243424735,0.20786516853932585,0.08842801322512775,0.4722222222222222,0.746875,0.7164948453608248,1
4,0.18571428571428572,0.6534090909090909,0.1276595744680851,0.020145495243424735,0.06741573033707865,0.08842801322512775,375,0.9125,0.865979381443299,1
5,0.17142857142857143,0.7329545454545454,0.1276595744680851,0.020145495243424735,0.06741573033707865,0.08842801322512775,0.3888888888888889,0.9125,0.865979381443299,1
6,0.2,0.6022727272727273,0.1276595744680851,0.020145495243424735,0.20786516853932585,0.08842801322512775,0.3472222222222222,0.746875,0.7371134020618557,1
7,0.08571428571428572,0.6079545454545454,0.1276595744680851,0.020145495243424735,0.20786516853932585,0.08842801322512775,0.4722222222222222,0.746875,0.7164948453608248,1
8,0.3,1.0,0.19148936170212766,0.020145495243424735,0.2247191011235955,0.08842801322512775,0.3055555555555556,0.740625,0.7422680412371134,1
9,0.11428571428571428,0.6306818181818182,0.1276595744680851,0.020145495243424735,0.20786516853932585,0.08842801322512775,0.4444444444444444,0.746875,0.7216494845360825,1
10,0.18571428571428572,0.6022727272727273,0.1702127659574468,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.4027777777777778,0.7125,0.7010309278350515,1
11,0.4,0.9204545454545454,0.23404255319148937,0.020145495243424735,0.011235955056179775,0.0880673279230538,0.2361111111111111,0.990625,0.9587628865979382,1
12,0.15714285714285714,0.6022727272727273,0.1702127659574468,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.4166666666666667,0.7125,0.6958762886597938,1
13,0.15714285714285714,0.4772727272727273,0.14893617021276595,0.024062674874090653,0.25842696629213485,0.08842801322512775,0.4166666666666667,0.696875,0.6804123711340206,0
14,0.18571428571428572,0.4602272727272727,0.2765957446808511,0.020145495243424735,0.25842696629213485,0.08722572888488127,0.4722222222222222,0.7125,0.6855670103092784,0
15,0.5571428571428572,0.4943181818181818,0.1702127659574468,0.02182428651371013,0.011235955056179775,0.08842801322512775,0.041666666666666664,0.98125,0.9896907216494846,0
16,0.014285714285714285,0.4772727272727273,0.19148936170212766,0.020145495243424735,0.14606741573033707,0.08728584310189359,0.5833333333333334,0.83125,0.7628865979381443,0
17,0.6428571428571429,0.4772727272727273,0.2765957446808511,0.023503077783995522,0.0898876404494382,0.08770664262097987,0.041666666666666664,0.909375,0.9278350515463918,0
18,0.6857142857142857,0.4772727272727273,0.3617021276595745,0.020145495243424735,0.12921348314606743,0.08926961226330027,0.027777777777777776,0.871875,0.8969072164948454,0
19,0.07142857142857142,0.48863636363636365,0.10638297872340426,0.020145495243424735,0.24719101123595505,0.08878869852720168,0.4583333333333333,0.703125,0.6804123711340206,0
20,0.02857142857142857,0.48295454545454547,0.723404255319149,0.020145495243424735,0.2247191011235955,0.08842801322512775,0.9166666666666666,0.81875,0.6907216494845361,0
21,0.6142857142857143,0.4772727272727273,0.2553191489361702,0.020145495243424735,0.02247191011235955,0.08842801322512775,0.041666666666666664,0.978125,0.9845360824742269,0
22,0.2714285714285714,0.4943181818181818,0.1702127659574468,0.020145495243424735,0.2808988764044944,0.08842801322512775,0.3333333333333333,675,0.6804123711340206,0
23,0.21428571428571427,0.4772727272727273,0.2765957446808511,0.020145495243424735,0.2696629213483146,0.08764652840396754,0.4583333333333333,0.70625,0.6855670103092784,0
24,0.05714285714285714,0.45454545454545453,0.23404255319148937,0.020145495243424735,0.23595505617977527,0.08836789900811542,0.5694444444444444,0.73125,0.6855670103092784,0
25,0.014285714285714285,0.4772727272727273,0.14893617021276595,0.020145495243424735,0.1853932584269663,0.09023143973549745,0.5555555555555556,775,0.7216494845360825,0
26,0.6142857142857143,0.4772727272727273,0.2553191489361702,0.020145495243424735,0.03932584269662921,0.09251577998196574,0.041666666666666664,0.9625,0.9690721649484536,0
27,0.9714285714285714,0.48863636363636365,0.723404255319149,0.02238388360380526,0.3258426966292135,0.08842801322512775,0.0,0.70625,0.7680412371134021,0
28,0.05714285714285714,0.4772727272727273,0.19148936170212766,0.020705092333519866,0.23595505617977527,0.08842801322512775,0.5416666666666666,725,0.6855670103092784,0
29,0.6857142857142857,0.4715909090909091,0.3617021276595745,0.019026301063234472,0.12359550561797752,0.08794709948902915,0.027777777777777776,0.878125,0.9072164948453608,0
30,0.07142857142857142,0.48863636363636365,0.3191489361702128,0.020145495243424735,0.23595505617977527,0.08842801322512775,0.6111111111111112,0.74375,0.6855670103092784,0
31,0.08571428571428572,0.5056818181818182,0.10638297872340426,0.020145495243424735,0.24719101123595505,0.08842801322512775,0.4583333333333333,0.70625,0.6804123711340206,0
32,0.2857142857142857,0.4772727272727273,0.1276595744680851,0.020145495243424735,0.11235955056179775,0.08963029756537422,0.2777777777777778,0.8625,0.845360824742268,0
33,0.18571428571428572,0.4772727272727273,0.2553191489361702,0.020145495243424735,0.2696629213483146,0.08842801322512775,0.4444444444444444,0.7,0.6804123711340206,0
34,0.6,0.4772727272727273,0.23404255319148937,0.01790710688304421,0.016853932584269662,0.08842801322512775,0.041666666666666664,0.98125,0.9896907216494846,0
35,0.12857142857142856,0.4772727272727273,0.1702127659574468,0.020145495243424735,0.25842696629213485,0.09017132551848513,0.4444444444444444,0.696875,0.6804123711340206,0
36,0.07142857142857142,0.4772727272727273,0.1276595744680851,0.020145495243424735,0.23595505617977527,0.08776675683799219,0.4861111111111111,0.71875,0.6855670103092784,0
37,0.014285714285714285,0.4772727272727273,0.2127659574468085,0.019585898153329603,0.2303370786516854,0.08836789900811542,0.5972222222222222,0.734375,0.6804123711340206,0
38,0.2857142857142857,0.4772727272727273,0.5106382978723404,0.01846670397313934,0.28651685393258425,0.08884881274421401,0.5416666666666666,0.71875,0.6804123711340206,0
39,0.014285714285714285,0.4659090909090909,0.23404255319148937,0.020145495243424735,0.2303370786516854,0.08842801322512775,0.6111111111111112,0.740625,0.6804123711340206,0
40,0.12857142857142856,0.4772727272727273,0.2127659574468085,0.019026301063234472,0.25280898876404495,0.0880673279230538,0.4861111111111111,0.7125,0.6855670103092784,0
41,0.21428571428571427,0.4772727272727273,0.3191489361702128,0.019026301063234472,0.2696629213483146,0.0883077847911031,0.4861111111111111,0.7125,0.6855670103092784,0
42,0.11428571428571428,0.4772727272727273,0.2127659574468085,0.020145495243424735,0.24719101123595505,0.08776675683799219,0.5138888888888888,0.721875,0.6855670103092784,0
43,0.22857142857142856,0.44886363636363635,0.1702127659574468,0.020145495243424735,0.2752808988764045,0.08836789900811542,0.3472222222222222,0.68125,0.6804123711340206,0
44,0.2571428571428571,0.48295454545454547,0.19148936170212766,0.016787912702853944,0.2808988764044944,0.08842801322512775,0.3472222222222222,0.678125,0.6804123711340206,0
45,0.24285714285714285,0.4772727272727273,0.2978723404255319,0.020145495243424735,0.2752808988764045,0.08698527201683198,0.4305555555555556,0.7,0.6855670103092784,0
46,0.2571428571428571,0.48863636363636365,0.2127659574468085,0.021264689423614997,0.2808988764044944,0.08842801322512775,375,0.68125,0.6804123711340206,0
47,0.12857142857142856,0.4431818181818182,0.2127659574468085,0.020145495243424735,0.25280898876404495,0.08842801322512775,0.4861111111111111,0.7125,0.6855670103092784,0
48,0.24285714285714285,0.4772727272727273,0.23404255319148937,0.020145495243424735,0.2752808988764045,0.08824767057409078,0.3888888888888889,0.690625,0.6855670103092784,0
49,0.07142857142857142,0.4772727272727273,0.5531914893617021,0.020145495243424735,0.24719101123595505,0.0893297264803126,0.7638888888888888,0.76875,0.6804123711340206,0
50,0.11428571428571428,0.4772727272727273,0.2978723404255319,0.023503077783995522,0.25280898876404495,0.08866847009317703,0.5555555555555556,725,0.6804123711340206,0
51,0.12857142857142856,0.4772727272727273,0.14893617021276595,0.020145495243424735,0.25842696629213485,0.09005109708446048,0.4444444444444444,0.696875,0.6804123711340206,0
52,0.2,0.45454545454545453,0.3191489361702128,0.02238388360380526,0.2696629213483146,0.08842801322512775,0.4861111111111111,0.7125,0.6804123711340206,0
53,0.6142857142857143,0.4772727272727273,0.2553191489361702,0.020145495243424735,0.016853932584269662,0.0878268710550045,0.041666666666666664,0.9875,0.9896907216494846,0
54,0.17142857142857143,0.4772727272727273,0.23404255319148937,0.019585898153329603,0.25842696629213485,0.08842801322512775,0.4583333333333333,0.70625,0.6855670103092784,0
55,0.2714285714285714,0.4772727272727273,0.3191489361702128,0.020145495243424735,0.28651685393258425,0.09023143973549745,0.4166666666666667,0.690625,0.6804123711340206,0
56,0.014285714285714285,0.4772727272727273,0.7021276595744681,0.02182428651371013,0.19662921348314608,0.08842801322512775,0.9027777777777778,0.846875,0.7164948453608248,0
57,0.11428571428571428,0.48863636363636365,0.2553191489361702,0.020145495243424735,0.24719101123595505,0.08680492936579501,0.5277777777777778,725,0.6855670103092784,0
58,0.21428571428571427,0.4772727272727273,0.3191489361702128,0.020145495243424735,0.2752808988764045,0.08890892696122633,0.4861111111111111,0.70625,0.6804123711340206,0
59,0.014285714285714285,0.4772727272727273,0.1276595744680851,0.020145495243424735,0.06179775280898876,0.08668470093177036,0.5416666666666666,0.91875,0.8402061855670103,0
60,0.2714285714285714,0.4772727272727273,0.23404255319148937,0.020145495243424735,0.028089887640449437,0.08860835587616471,0.3472222222222222,0.965625,0.9175257731958762,0
61,0.32857142857142857,0.4772727272727273,0.3191489361702128,0.020705092333519866,0.29775280898876405,0.08920949804628794,375,0.68125,0.6804123711340206,0
62,0.014285714285714285,0.4772727272727273,0.10638297872340426,0.019585898153329603,0.21348314606741572,0.08938984069732492,0.5416666666666666,0.7375,0.6958762886597938,0
